Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,HDMI,Keyboard,Generation,GPU,Solid State Drive,Microphone In,Process Node,USB Ports,RAM,SSD Interface,Touch,Anti Glare Screen,Speed,Cores,Cache,Inbuilt Microphone,Utility,OS,Keyboard Backlit,Optical Drive,Resolution,RAM Bus Speed,Headphone Jack,Battery,Dimensions,Ethernet,Model,Size,Sales Package,PPI,Speakers,Camera,WiFi,Brand,Series,Battery Details,Type,Touchpad,Warranty,Features,Security Lock Port,Processor,Adapter Type,Bluetooth,Weight,Device Type,Price
4.05,170,2,60,139,448,2352,1 x HDMI Port,Chiclet Keyboard 1.4mm Key-travel Touchpad Support NumberPad,No,Intel Integrated UHD,256GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 1.1GHz (Turbo Speed upto 3.3GHz) Cores,"Quad Core, 4 Threads",4MB,Yes,Business,Windows 11 Home (64-bit),No,No,1366x768pixels,No,No,No,No,No,E410KA-BV101WS,14.1inches,"Laptop, Adaptor & Manual",~ 111PPI,SonicMaster Built-in speaker Built-in microphone with Cortana support,Yes,"Wi-Fi 5 (802.11ac) 1*1, Wi-Fi 5 (802.11ac) 1*1",Intel,Eeebook 14,No,No,Yes,1year Onsite Warranty,"200nits, NanoEdge bezel, Plane with 45% NTSC, 78% Screen-To-Body Ratio",No,Intel Pentium  N6000,No,v4.1,1.3kg,Ultrabook,117990.0
4.4,66,2,61,453,596,2352,1 x HDMI 1.4 Port,Yes,12th Gen,Intel Iris Xe Graphics,512GB,No,No,2 x USB Type-C,16GB DDR4,No,Yes,No,2 x (Turbo Speed upto 4.4GHz) Performance Cores  8 x (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,4267MHz,No,"49.5Wh, 3 Cell Battery",292x201x7.4mm,No,XPS 9315,13inches,"Laptop, battery, adapter, cables and user manuals, Dell Stylus",~ 169PPI,Built-in Speakers,Yes,Intel Killer AX211 WiFi 6E,Intel,XPS,49.5Whr Li-ion,No,Yes,1year Onsite Warranty,"500 nits Touch, XPS Stylus, GorillaGlass Victus",No,12th Gen Intel Core i5 1230U,No,v5.2,736g,Ultrabook,64990.0
4.1,83,3,95,178,2139,2352,1 x HDMI Port,No,11th Gen,NVIDIA GeForce RTX 3070,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",16GB DDR4,No,No,Yes,4 x 2.1GHz (Turbo Speed upto 4.8GHz) Cores,"Quad Core, 16 Threads",24MB,Yes,"Business, Performance",\u200eWindows 10 Pro (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,3 Cell Battery,No,Yes,ThinkPad T15g 20YSS01K00,15.6inches,"\u200eAdaptor, Laptop, User Manual\n",~ 157PPI,Stereo Speakers,Yes,Yes,Intel,ThinkPad T15g,No,IPS,Yes,1year Warranty,"300 nits,170° Viewing Angle",No,11th Gen Intel Core i7 11850H,No,Yes,No,Ultrabook,31990.0
4.65,62,2,180,231,668,2352,1 x HDMI 2.1 Port,RGB Gaming Keyboard,12th Gen,NVIDIA GeForce RTX 3070,No,Yes,10 nm,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,No,No,Yes,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Yes,"Gaming, Performance",Windows 11 Home (64-bit),Yes,No,2560x1440pixels,3200MHz,Yes,No,357x254x23.9mm,Yes,Aorus 5 SE4,15.6inches,"Laptop, battery, power adapter, user guide, Laptop Bag",~ 188PPI,Built-in Dual Speakers,Yes,Intel Wi-Fi 6 AX201(2x2 ax),Intel,Aorus,No,QHD,Yes,2years Warranty,240Hz DCI-P3 100% typical,No,12th Gen Intel Core i7 12700H,No,Yes,2.3kg,Netbook,152000.0
4.35,84,2,68,83,414,2352,1 x HDMI 2.0b Port,"Backlit Chiclet Keyboard, Yes",6th Gen,AMD Radeon RX 6700S,1TB,Yes,No,"2 x USB Type-C, 2 x USB 3.0",16GB DDR5,No,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Array Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,4800MHz,Yes,4 Cell Battery,No,No,GA402RJZ-L4134WS,14inches,"Laptop, Power Adaptor, User Guide, Sleeve",~ 216PPI,Built-in Speaker,Yes,Wi-Fi 6(802.11ax) Dual band (2*2),AMD,Zephyrus G14,No,LED,Yes,1year Onsite Warranty,144Hz. IPS-level Pantone Validated,Kensington Lock,6th Gen AMD Ryzen 7  6800HS,No,v5.2,No,Netbook,199990.0
4.4,80,2,130,231,334,2352,No,"Full-size Backlit Pale Gold Keyboard, Yes",11th Gen,Intel Integrated Iris Xe,512GB,Yes,No,"1 x USB Type-C, 1 x USB 2.0",8GB DDR4,No,Yes,No,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Integrated Dual Array Digital Microphones,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"51Wh, 3 Cell Battery",306x194x16.4mm,No,13-BD0004TU,13.3inches,"2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",~ 166PPI,Built-in Speakers,Yes,Intel Wi-Fi 6 AX201 (2x2),Intel,Envy x360,No,LED,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Full HD LED Backlit BrightView IPS Micro-edge Touch Display (400 nits Brightness, 100% sRGB Colour Gamut, 166 PPI, with Corning Gorilla Glass NBT Protection)",No,11th Gen Intel Core i5 1135G7,No,v5,1.32kg,Hybrid,144900.0
4.6,85,2,23,139,217,2352,1 x HDMI Port,Standard Notebook Keyboard,11th Gen,Intel UHD,512GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Built-in Microphone,"Business, Performance",DOS (64-bit),No,No,1920x1080pixels,No,Yes,No,325x232x21mm,Yes,E14 20TBS4K300,14.1inches,No,~ 157PPI,Dual Speakers,Yes,Yes,Intel,Core i5,No,LED,Multi-Touch Gestures Enabled,1year Warranty,Full HD Display,No,11th Gen Intel Core i5 1135G7,No,Yes,1.7kg,Netbook,131000.0
4.25,141,3,188,227,1439,2352,1 x HDMI Port,Full-size FineTip Keyboard,No,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,No,6 x 2.3GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 6 Threads",8MB,Yes,Everyday Use,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,323x218x15.9mm,No,SF314-42,14inches,No,~ 157PPI,Stereo Speakers,Yes,802.11 a/b/g/n+ac+ax,AMD,Swift 3,No,IPS,Multi-gesture Touchpad,No Warranty,ComfyViewTM,Kensington lock,AMD Ryzen 5  4500U,No,v5,1.2kg,Netbook,102000.0
4.65,95,3,263,292,1745,2352,1 x HDMI v1.4b Port,"Backlit Chiclet Keyboard with SensePoint, Yes",10th Gen,NVIDIA Geforce MX110,No,Yes,No,"1 x USB Type-C, 3 x USB 2.0",8GB DDR4,No,No,No,4 x 1.6GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",6MB,Built-in Array Microphone,Performance,Windows 10 Pro (64-bit),Yes,No,1920x1080pixels,No,Yes,No,325.3x232.9x19.9mm,Yes,"ExpertBook P2 P2451FB, P2451FB-EK0092R",14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,Yes,IEEE 802.11ac,Intel,ExpertBook P2,No,LED,Yes,Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Full HD LED Backlit Display,No,10th Gen Intel Core i5 10210U,No,v5,1.6kg,Ultrabook,81999.0
4.25,181,3,372,481,1583,2352,1 x HDMI 1.4 Port,"English International Non , No",10th Gen,Intel Integrated UHD,256GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,2 x 1.2GHz (Turbo Speed upto 3.4GHz) Cores,"Dual Core, 4 Threads",4MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,358x235x18.9mm,Available,"X9K0T, Vostro 3510",15.6inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 141PPI,Yes,Yes,802.11ac,Intel,Vostro,No,Full HD WVA AG Narrow Border,Yes,1year Onsite Warranty,No,Kensington Lock Port,10th Gen Intel Core i3 1005G1,No,v5,1.8kg,Ultrabook,59990.0
4.5,87,2,178,292,946,2352,1 x HDMI Port,Standard Notebook Keyboard,10th Gen,Intel UHD,No,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 1GHz (Turbo Speed upto 3.6GHz) Cores,"Quad Core, 8 Threads",6MB,Built-in Microphone,No,Windows 10 Professional,No,No,1920x1080pixels,No,Yes,2 Cell Battery,327x241x20mm,No,V14 (82C4016PIH),14inches,No,~ 157PPI,Dual Speakers,Yes,802.11 a/b/g/n/ac,Intel,Core i5,No,LED,Multi-Touch Gestures Enabled,1year Warranty,Full HD LED Display,No,10th Gen Intel Core i5 1035G1,No,v4.2,1.6kg,No,80490.0
4.2,998,2,30,345,1206,2352,1 x HDMI Port,100-/101-/104-key FineTip keyboard with independent numeric keypad,11th Gen,Intel Iris Xe Graphics,No,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,No,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Built-in Dual Microphone,Performance,Windows 10 Home (64-bit),No,No,1920x1080pixels,No,Yes,"48Wh, 3 Cell Battery",363.4x238.5x17.9mm,"Gigabit Ethernet, Wake-on-LAN Ready","A515-56, Aspire 5",15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,"Intel® Wireless Wi-Fi 6 AX201, 802.11a/b/g/n/acR2+ax wireless LAN",Intel,Aspire,No,TFT LCD,Touchpad with Multi-touch Gesture Support,1year Warranty,"Full HD, high-brightness Acer ComfyView LED-backlit TFT LCD",Kensington lock slot,11th Gen Intel Core i5 1135G7,45 W AC Adapter\n,v5.1,1.65kg,Ultrabook,41899.0
3.5,126,3,189,272,1759,2352,1 x HDMI Port,"Red , Yes",11th Gen,NVIDIA Geforce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",8GB DDR4,No,No,Yes,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,"Octa Core, 16 Threads",24MB,Built-in Microphone,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,No,3 cell Cell Battery,359x254x21.7mm,Yes,GF63 Thin 11UC-850IN,15.6inches,"Laptop, Battery, Power Adapter, User Guide",~ 141PPI,Built-in Dual Speakers,Yes,6,Intel,G,No,"IPS-Level Display (with 60 Hz Refresh Rate, 100% sRGB)",Yes,2years Warranty,No,No,11th Gen Intel Core i7 11800H,No,v5.2,1.86kg,Netbook,46999.0
4,671,2,237,447,1349,2352,1 x HDMI 2.1 Port,Per key RGB Steelseries Keyboard,11th Gen,NVIDIA GeForce RTX 3070,1TB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,No,No,Yes,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,"Octa Core, 16 Threads",24MB,Built-in Microphone,"Gaming, Performance",Windows 10 Home Edition (64-bit),No,No,1920x1080pixels,No,Yes,4 Cell Battery,359x267x23mm,Available,GP66 Leopard 11UG-418IN,15.6inches,"Laptop, Battery, Power Adapter, User Guide, Urban Raider Backpack",~ 188PPI,Built-in Speakers,Yes,Killer Wi-Fi 6E AX1675,Intel,GP66,No,IPS,Yes,2years Warranty,"Close to 100% sRGB, 240Hz panel",No,11th Gen Intel Core i7 11800H,230W Slim AC Adapter,v5.2,2.38kg,Netbook,53000.0
4.3,143,2,64,270,516,2352,1 x HDMI Port,No,11th Gen,Intel Integrated,512GB,Yes,No,"1 x USB 3.0, 2 x USB 2.0",8GB DDR4,No,No,No,No,No,No,Yes,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,No,No,No,"15ITL6, IdeaPad 3",15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,No,No,Yes,Intel,Core i5,No,No,Yes,1year Warranty,No,No,11th Gen Intel Core i5,No,Yes,1.65kg,Netbook,85000.0
4.15,68,2,54,159,151,2352,1 x HDMI Port,No,11th Gen,Intel Iris Xe Graphics,512GB,Yes,No,3 x USB 3.0,8GB,NVMe,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Dual Array Microphone,"Business, Performance",Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,327.1x241x19.9mm,No,\u200e82C40019IX,14inches,"\u200eLaptop, User manual, Adapter\n",~ 141PPI,Stereo speakers,Yes,Yes,Intel,Lenovo V14 Gen 2 \u200e,No,LED,Yes,1year Warranty,Full HD,No,11th Gen Intel Core i5 1135G7,No,Yes,2.1kg,Netbook,185000.0
4.25,75,3,440,447,2214,2352,1 x HDMI 1.4 Port,No,11th Gen,Intel UHD Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,NVMe,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Dual Array Microphone,"Business, Performance",DOS,No,No,1366x768pixels,3200MHz,Yes,3 Cell Battery,324.4x215.2x19.9mm,Yes,82KAA04QIH,14inches,"\u200eLaptop, User manual, Adapter\n",~ 112PPI,Stereo speakers,Yes,Yes,Intel,V14,No,LED,Yes,1year Warranty,TÜV Rheinland Low Blue Light Certified,No,11th Gen Intel Core i5 1135G7,No,Yes,1.6kg,Netbook,55888.0
4.5,70,3,165,260,1689,2352,1 x HDMI Port,No,11th Gen,Intel Iris Xe Graphics,512GB,Yes,No,3 x USB 3.0,8GB,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Dual Array Microphone,"Business, Performance",DOS,No,No,1920x1080pixels,No,Yes,3 Cell Battery,324.4x215.2x19.9mm,No,1135G7,14inches,"\u200eLaptop, User manual, Adapter\n",~ 141PPI,Stereo speakers,Yes,Yes,Intel,Core i5,No,LED,Yes,1year Warranty,Full HD,No,11th Gen Intel Core i5 1135G7,No,Yes,1.6kg,Netbook,49999.0
4.6,55,3,83,272,1356,2352,1 x HDMI 1.4b Port,English Keyboard,5th Gen,AMD Radeon Graphics,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.6GHz (Turbo Speed upto 3.8GHz) Cores,"Quad Core, 8 Threads",4MB,Yes,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,No,No,Yes,82KDA01DIH,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 147PPI,Yes,Yes,802.11ac 1x1 Wi-Fi,AMD,V15,No,Full HD TN LED Display,Yes,1year Onsite Warranty,No,Yes,5th Gen AMD Ryzen 3 5300U,65W AC Adapter,v5,1.74kg,Ultrabook,46980.0
4.55,110,3,223,272,1999,2352,1 x HDMI Port,Pro keyboard with Numeric key,12th Gen,Intel Integrated UHD,512GB,Yes,10 nm,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",16GB LPDDR4,NVMe,No,Yes,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,"Business, Performance",\u200eWindows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,"43Wh, 4 Cell Battery",358.2x236.9x18.5mm,Gigabit Ethernet [10/100/1000],Galaxy Book2 15 NP550XED-KA3IN,15.6inches,No,~ 141PPI,Stereo Speaker,Yes,"Wi-Fi 6 (Gig+), 802.11 ax 2x2",Intel,Galaxy Book2,43 Wh,LED,Yes,1year Warranty,FHD LED Display,Yes,12th Gen Intel Core i7 1255U,45 W USB Type-C Adapter,v5.1,1.8kg,Netbook,46680.0
3.95,191,2,8,319,1225,2352,1 x HDMI Port,"White Backlit, Storm Grey - English",13th Gen,NVIDIA Geforce RTX 4060,1TB,Yes,No,"2 x USB Type-C, 3 x USB 3.0",16GB DDR5,NVMe PCIe Gen4,No,Yes,4 x (Turbo Speed upto 4.7GHz) Performance Cores  8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Dual Array Microphone,"Gaming, Performance",Windows 11 Home (64-bit),Yes,No,3200x2000pixels,5200MHz,Yes,"99.9Wh, 4 Cell Battery",No,No,13500H,16inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Wi-Fi 6E 11AX (2x2),Intel,Legion Slim 7i,No,IPS,Multi-touch Touchpad,1year Onsite Warranty,"100%DCI-P3, 430 nits, Narrow Bezel, Low Blue Light",No,13th Gen Intel Core i5 13500H,230W Slim 3pin,v5.1,No,Netbook,33999.0
4.2,107,2,208,376,1096,2352,1 x HDMI 2.0b Port,"Backlit Chiclet Keyboard, Yes",6th Gen,AMD Radeon RX 6700S,1TB,Yes,No,"2 x USB Type-C, 2 x USB 3.0",16GB DDR5,No,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Array Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,2560x1600pixels,4800MHz,Yes,4 Cell Battery,No,No,GA402RJ-L8182WS,14inches,"Laptop, Power Adaptor, User Guide, Sleeve",~ 216PPI,Built-in Speaker,Yes,Wi-Fi 6(802.11ax) Dual band (2*2),AMD,Zephyrus G14,No,LED,Yes,1year Onsite Warranty,120Hz. IPS-level Pantone Validated,Kensington Lock,6th Gen AMD Ryzen 7  6800HS,No,v5.2,No,Netbook,69990.0
4.65,111,2,159,231,506,2352,1 x HDMI Port,"99- 100- 103-key Acer with international language support, with indicators of CapsLock and F4/Microphone mute, Yes",13th Gen,Intel Integrated Iris Xe,512GB,Yes,10nm,"1 x USB Type-C, 2 x USB 3.0",16GB LPDDR5,NVMe PCIe Gen4,No,No,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,No,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"50Wh, 3 Cell Battery",No,No,"A515-58M, A515-58M",15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Yes,Yes,2x2 AX Wi-Fi 6E,Intel,Aspire 5 15,No,LED-backlit TFT LCD,Yes,1year Onsite Warranty,No,Yes,13th Gen Intel Core i5 1335U,3-pin 65 W AC adapter,v5.1,1.75kg,Ultrabook,157544.0
4.35,67,2,62,231,180,2352,1 x HDMI Port,No,11th Gen,Intel UHD Graphics,512GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Yes,Everyday Use,Windows 10 Home (64-bit),No,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,358x235x19mm,No,Inspiron 3511,15.6inches,No,~ 141PPI,Stereo Speakers,Yes,IEEE 802.11b/g/n,Intel,Inspiron,No,LED,Yes,1year Warranty,Narrow Border WVA Display\n,No,11th Gen Intel Core i3 1115G4,No,v5,1.85kg,Netbook,152990.0
4.25,57,3,430,453,1933,2352,1 x HDMI Port,No,10th Gen,Intel UHD Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,Yes,No,4 x 1.6GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",6MB,Dual Microphones,"Business, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,2400MHz,Yes,No,322.5x214.8x15.9mm,No,MateBook D14,14inches,No,~ 185PPI,Stereo Speakers,"Yes, 1MP",802.11a/b/g/n/ac,Intel,Core i5,No,IPS,Multi-Touch Gestures Enabled,1year Warranty,No,No,10th Gen Intel Core i5 10210U,65W AC Adapter,v5,1.38kg,Ultrabook,63990.0
4.2,101,3,240,272,2060,2352,1 x HDMI Port,No,12th Gen,Intel Iris Xe Graphics,512GB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,Yes,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,357x233x16.9mm,No,82SF004XIN,15.6inches,"Laptop, Power Adapter, User Manual",~ 141PPI,Dolby Audio Speakers,Yes,Yes,Intel,IdeaPad Slim 5,No,LED,Yes,1year Warranty,No,No,12th Gen Intel Core i7 1255U,No,Yes,1.85kg,Netbook,44100.0
4.7,112,2,209,292,1225,2352,1 x HDMI v1.4b Port,"English , Yes",4th Gen,AMD Radeon,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,Yes,8 x 2GHz (Turbo Speed upto 4.1GHz) Cores,"Octa Core, 8 Threads",8MB,Built-in Dual Array Microphone,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,56.5Wh Battery,321.57x211.59x17.9mm,No,"Ideapad 5 15ALC05, Ideapad 5",15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,IEEE 802.11ax (2x2),AMD,Ideapad 5,No,LED,Multi-touch Touchpad,1year Onsite Warranty,"Full HD LED Backlit TN Display (300 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut)",No,4th Gen AMD Ryzen 7  4700U,65 W AC Adapter,v5.1,1.39kg,Ultrabook,77675.0
4.35,149,2,148,270,831,2352,1 x HDMI Port,No,8th Gen,AMD Radeon AMD Radeon 520 Graphics,No,No,No,2 x USB 3.0,8GB DDR4,No,No,No,4 x 1.6GHz (Turbo Speed upto 3.4GHz) Cores,"Quad Core, 8 Threads",6MB,No,No,DOS,No,CD/DVD writer,1366x760pixels,No,Yes,No,No,Realtek PCIe Ethernet,Vostro 3578,15.6inches,"Laptop, Adapter, User Manual",~ 88PPI,No,HD WebCam,802.11ac,Intel,3000,No,No,No,1 Year Warranty,No,No,8th Gen Intel Core i5 8250U\n,No,v4.1,No,No,82990.0
4.35,354,2,74,453,673,2352,1 x HDMI 1.4b Port,"Full-size, soft grey keyboard with numeric keypad",7th Gen,AMD Radeon AMD,512GB,Yes,TSMC 6nm FinFET,"1 x USB Type-C, 2 x USB 3.0",16GB LPDDR5,NVMe,No,Yes,4 x 2.8GHz (Turbo Speed upto 4.3GHz) Cores,"Quad Core, 8 Threads",4MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,"41Wh, 3 Cell Battery",No,No,15-fc0030AU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,HP True Vision 1080p FHD camera,Realtek Wi-Fi 6 (1x1),AMD,Ryzen 5,41 Wh Li-ion Battery,FHD,Yes,1year Onsite Warranty,"250 nits, Color Gamut: 45%NTSC",No,7th Gen AMD Ryzen 5 7520U,No,v5.3,1.75kg,Ultrabook,66998.0
4.2,3,3,244,272,2063,2352,No,Full-size backlit keyboard. 1.5 mm key travel,12th Gen,Intel Iris Xe,1TB,Yes,No,2 x USB Type-C,16GB LPDDR5,No,Yes,Yes,12 x (Turbo Speed upto 4.7GHz) Cores,"12 Cores, 16 Threads",18MB,4,Everyday Use,Windows 11 Home,Yes,No,3120x2080pixels,No,Yes,60Wh Battery,310x221x15.5mm,No,MateBook X Pro 2022 12th Generation Core Edition,14.2inches,"HUAWEI MateBook X Pro, Super Fast Charge Power Adapter (Max 90 W), USB-C data charging cable, HUAWEI USB-C OTG Adapter Cable, Quick start, Warranty Card",~ 264PPI,6,720p HD Camera,"IEEE 802.11a/b/g/n/ac/ax, 160 MHz",Intel,MateBook,No,LTPS,Trackpad supports multi-touch and pressure touch,1year Warranty,"92.5% Screen Ratio, 500 Nits Brightness, 90Hz Refresh rate, P3 color gamut, 1500:1 Contrast Ratio, 178 degrees viewing angle, 1.07 billion colors",No,12th Gen Intel Core i7 1260P,90W Power Adapter,v5.2,1.38kg,Ultrabook,46490.0
4.4,87,3,192,260,1764,2352,1 x HDMI 2.1 Port,Backlit Chiclet Keyboard,13th Gen,NVIDIA GeForce RTX 4050,512GB,Yes,No,"2 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",16GB DDR5,NVMe PCIe Gen4,No,Yes,4 x (Turbo Speed upto 4.7GHz) Performance Cores  8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,2880x1620pixels,No,Yes,"70Wh, 3 Cell Battery",359x234x19.9mm,Yes,K6502VU-MA541WS,15.6inches,"Main Unit, Charging Cable, Charging Adapter",~ 141PPI,Built-in Speakers,1080p FHD camera With privacy shutter,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel,VivoBook Pro 15 OLED,70WHrs,OLED,Yes,1year Warranty,400 nits Brightness & 600 nits HDR Peak Brightness,No,13th Gen Intel Core i5 13500H,150W AC Adapter,v5.3,1.8kg,Netbook,52490.0
4.1,62,2,108,139,867,2352,1 x HDMI Port,No,11th Gen,Intel Integrated,No,Yes,No,2 x USB 3.0,8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Everyday Use,DOS,No,No,1920x1080pixels,No,Yes,No,324.2x215.2x1.99mm,No,"G2 ITL, V14 82KAA001IH",14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,No,Yes,Yes,Intel,Core i5,No,No,Yes,1year Warranty,No,No,11th Gen Intel Core i5 1135G7,No,Yes,1.6kg,Netbook,124990.0
4.5,59,2,40,139,289,2352,No,Backlit Magic Keyboard,No,10 Core GPU,256GB,Yes,No,2 x USB Type-C,16GB Unified Memory,NVMe,No,No,8 x Cores,Octa Core,No,Studio Quality Three-mic Array with Directional Beamforming,Performance,Mac OS Monterey,Yes,No,2560x1600pixels,No,Yes,58.2Wh Battery,304.1x212.4x15.6mm,No,MacBook Pro,13.3inches,"MacBook Pro, 67W USB-C Power Adapter, USB-C Charge Cable (2 m)",~ 227PPI,Built-in Speakers,720p FaceTime HD Camera,IEEE 802.11ax (Wi-Fi 6),Apple,2022 Macbook Pro,58.2 Watt Hour Lithium Polymer Battery,LED,Force Touch Trackpad,1year Warranty,"Quad LED Backlit IPS Display, True Tone Technology, 500 nits Brightness",No,Apple M2 Apple M2 Chip,67W USB-C Power Adapter,v5,1.38kg,Ultrabook,122990.0
